,player_name,yr_numerical,conf,TS_per,bpm,drafted
0,A'Torey Everett,2.0,OVC,50.08,-6.40612,0
1,A'Torri Shine,4.0,SWAC,47.61,-7.02713,0
2,A'Uston Calhoun,4.0,MAC,51.5,-3.12361,0
3,A'uston Calhoun,3.0,MAC,51.26,-2.27858,0
4,A.C. Reid,3.0,BSth,48.56,-3.3131,0
5,A.D. Vassallo,4.0,ACC,56.5,5.65291,0
6,A.J. Abrams,4.0,B12,54.32,6.14693,0
7,A.J. Astroth,4.0,MEAC,53.08,-1.6174,0
8,A.J. Avery,3.0,MAC,44.39,-3.07613,0
9,A.J. Banks,4.0,MWC,56.73,-2.24098,0
10,A.J. Bowers,1.0,SC,67.8,-5.0265,0
11,A.J. Caldwell,3.0,SC,51.94,2.05866,0
12,A.J. Cheeseman,4.0,MEAC,49.6,-6.04079,0
13,A.J. Cockrell,1.0,CUSA,44.26,-7.94881,0
14,A.J. Davis,4.0,CAA,60.55,2.30332,0
15,A.J. English,4.0,MAAC,59.76,6.59384,0
16,A.J. Gareri,1.0,MAC,37.97,-10.3433,0
17,A.J. Gasporra,2.0,Slnd,71.88,-6.39703,0
18,A.J. Hammons,4.0,B10,62.32,9.73587,1
19,A.J. Hardeman,4.0,MWC,46.61,1.29763,0
20,A.J. Harris,1.0,B10,44.08,-3.72843,0
21,A.J. Hawkins,4.0,MVC,46.18,1.41805,0
22,A.J. Hess,4.0,BSky,53.77,-6.26443,0
23,A.J. Hicks,4.0,OVC,46.49,-1.76556,0
24,A.J. Highsmith,4.0,SC,71.13,0.071813,0
25,A.J. Hoggard,1.0,B10,36.83,-2.25053,0
26,A.J. Holland,1.0,CUSA,37.51,-4.29607,0
27,A.J. Jacobson,4.0,Sum,64.14,1.85032,0
28,A.J. John,2.0,WCC,43.27,-3.7841,0
29,A.J. Jones,3.0,OVC,51.6,-3.25387,0
30,A.J. Lapray,4.0,CUSA,62.01,-1.1278,0
31,A.J. Lawson,4.0,Slnd,49.64,-4.95289,0
32,A.J. McGinnis,1.0,SC,51.95,-1.60788,0
33,A.J. Merriweather,4.0,SC,61.94,3.54914,0
34,A.J. Mosby,4.0,SWAC,60.79,0.732449,0
35,A.J. Ogilvy,3.0,SEC,58.04,6.1733,0
36,A.J. Oliver II,3.0,CUSA,53.79,0.355178,0
37,A.J. Patty,3.0,OVC,38.31,-14.8047,0
38,A.J. Plitzuweit,2.0,Sum,60.61,3.09247,0
39,A.J. Price,4.0,BE,53.92,5.47426,1
40,A.J. Reeves,3.0,BE,50.26,3.42354,0
41,A.J. Riley,3.0,OVC,51.41,-2.64711,0
42,A.J. Rogers,4.0,MEAC,43.88,0.409245,0
43,A.J. Rompza,4.0,CUSA,49.24,5.0055,0
44,A.J. Slaughter,4.0,SB,56.45,3.81805,0
45,A.J. Smith,4.0,ASun,51.35,-5.99283,0
46,A.J. Spencer,4.0,BW,48.79,-0.859939,0
47,A.J. Staton-McCray,1.0,SC,41.74,-0.57774,0
48,A.J. Stewart,3.0,Slnd,45.22,-4.52607,0
49,A.J. Turner,4.0,B10,44.53,0.386645,0
50,A.J. Tyler,4.0,CUSA,48.05,2.11624,0
51,A.J. Walker,3.0,MWC,57.75,-0.212106,0
52,A.J. Walton,4.0,B12,46.58,3.53958,0
53,A.J. Wilson,3.0,OVC,69.54,-0.413086,0
54,A.J. Youngman,3.0,BSky,74.27,-5.89553,0
55,AJ Bramah,4.0,Horz,56.34,-1.69518,0
56,AJ Brodeur,4.0,Ivy,55.19,7.44398,0
57,AJ Brown,2.0,Slnd,47.79,-7.86147,0
58,AJ Edu,1.0,MAC,48.16,2.689,0
59,AJ Edwards,3.0,Ivy,30.0,-6.33751,0
60,AJ Farrar,4.0,SWAC,53.14,-0.143759,0
61,AJ Green,3.0,MVC,56.92,1.31095,0
62,AJ Harris,4.0,WAC,46.15,0.609782,0
63,AJ John,4.0,BW,40.6,-1.62062,0
64,AJ Lawson,3.0,SEC,52.09,3.0407,0
65,AJ Lynch,1.0,OVC,32.5,-13.1477,0
66,AJ Pacher,4.0,Horz,63.83,0.245205,0
67,AJ Sumbry,4.0,NEC,47.16,-5.76284,0
68,AJ West,4.0,MWC,50.24,-0.935181,0
69,AJ Wilson,4.0,A10,42.59,-0.524975,0
70,Aakim Saintil,3.0,NEC,51.19,-3.27412,0
71,Aalim Moor,4.0,WAC,53.57,-4.95061,0
72,Aamahd Walker,1.0,BW,38.61,-10.0243,0
73,Aamahne Santos,3.0,ASun,48.35,-4.17925,0
74,Aamir McCleary,4.0,ind,43.97,-3.70329,0
75,Aamir Simms,4.0,ACC,61.23,9.84691,0
76,Aanen Moody,3.0,BSky,57.9,0.457475,0
77,Aaren Edmead,4.0,MEAC,51.09,-6.09876,0
78,Aarias Austin,3.0,MVC,50.86,-2.64882,0
79,Aaric Armstead,4.0,MAC,42.02,1.80088,0
80,Aaric Murray,4.0,SWAC,58.06,1.21767,0
81,Aaris-Monte Bonds,3.0,WAC,38.76,-4.0278,0
82,Aaron Adeoye,4.0,OVC,46.36,-3.29544,0
83,Aaron Alston,2.0,SWAC,36.87,-3.55234,0
84,Aaron Anderson,4.0,ASun,52.7,-2.259,0
85,Aaron Ariri,2.0,SB,56.12,-3.61088,0
86,Aaron Armstead,4.0,MAC,57.82,1.31277,0
87,Aaron Asp,1.0,GWC,29.09,-14.0526,0
88,Aaron Augustin,3.0,Slnd,40.88,-8.33105,0
89,Aaron Austin,4.0,MEAC,37.38,-5.83926,0
90,Aaron Bacote,4.0,CUSA,55.7,1.64397,0
91,Aaron Blosser,2.0,BSth,50.0,-11.7694,0
92,Aaron Bodager,4.0,ASun,53.09,-1.01331,0
93,Aaron Bond,1.0,SC,70.0,-1.76136,0
94,Aaron Bowen,4.0,BE,55.86,4.29783,0
95,Aaron Brackett,4.0,SC,47.23,-2.52922,0
96,Aaron Brennan,4.0,Horz,54.48,0.320793,0
97,Aaron Bright,4.0,P12,55.37,-0.64038,0
98,Aaron Broussard,4.0,ind,54.48,2.29289,0
99,Aaron Brown,4.0,ACC,52.44,0.00328095,0
100,Aaron Calixte,4.0,B12,50.92,-0.0268007,0
101,Aaron Carter,4.0,MVC,55.49,2.59425,0
102,Aaron Carver,4.0,CUSA,55.9,0.816191,0
103,Aaron Cheatum,3.0,P12,28.4,-4.0103,0
104,Aaron Clarke,3.0,NEC,49.18,-4.96253,0
105,Aaron Clayborn,4.0,SWAC,50.75,-4.61479,0
106,Aaron Cook,4.0,MVC,60.2,5.94551,0
107,Aaron Cooper,1.0,MVC,31.25,-8.92427,0
108,Aaron Cosby,4.0,CUSA,51.98,-1.48648,0
109,Aaron Craft,4.0,B10,56.41,7.06113,0
110,Aaron Deloney,2.0,AE,29.57,-9.49529,0
111,Aaron Dotson,3.0,P12,47.66,-3.03734,0
112,Aaron Duhart,3.0,Pat,41.21,-2.78124,0
113,Aaron Ellis,4.0,MVC,51.77,1.27736,0
114,Aaron England,3.0,GWC,51.07,-6.39471,0
115,Aaron Epps,4.0,SEC,62.24,3.77843,0
116,Aaron Estrada,2.0,P12,50.18,-1.06786,0
117,Aaron Falzon,4.0,MAAC,54.82,-1.44518,0
118,Aaron Fiegen,1.0,Sum,37.97,-8.37286,0
119,Aaron Foster-Smith,2.0,Horz,43.01,-15.0087,0
120,Aaron Fuller,4.0,P12,52.99,0.872461,0
121,Aaron Garner,4.0,WAC,53.27,-1.46947,0
122,Aaron Garriott,1.0,ind,41.19,-6.91434,0
123,Aaron Geramipoor,4.0,BE,67.76,1.85528,0
124,Aaron Gibbs,2.0,BSth,57.54,-3.15897,0
125,Aaron Gordon,1.0,P12,50.27,8.3179,1
126,Aaron Graham,4.0,ASun,49.53,-6.25424,0
127,Aaron Hall,2.0,NEC,45.19,-5.78076,0
128,Aaron Harrison,2.0,SEC,51.44,7.60392,0
129,Aaron Harwell,3.0,Slnd,34.03,-7.62954,0
130,Aaron Hawk-Harris,3.0,BSky,38.31,-9.53119,0
131,Aaron Hawley,4.0,MVC,57.79,-0.791619,0
132,Aaron Hendrix,2.0,GWC,42.37,-6.72757,0
133,Aaron Henry,3.0,B10,52.07,7.32699,0
134,Aaron Henson,3.0,BW,38.46,-12.6275,0
135,Aaron Hines,4.0,A10,42.0,-4.85305,0
136,Aaron Holiday,3.0,P12,60.87,4.36451,1
137,Aaron Holmes,4.0,CUSA,61.56,-0.116204,0
138,Aaron Horne,3.0,ASun,52.77,-2.51381,0
139,Aaron Ingle,4.0,ACC,52.63,-7.31354,0
140,Aaron Jackson,4.0,A10,65.4,7.17343,0
141,Aaron Jacques,4.0,CUSA,36.23,-0.904145,0
142,Aaron Johnson,4.0,CUSA,53.39,2.37814,0
143,Aaron Jones,4.0,SEC,53.74,5.9688,0
144,Aaron Jordan,4.0,B10,53.41,5.17924,0
145,Aaron Korn,4.0,ASun,47.87,-0.920628,0
146,Aaron Law,4.0,BSth,50.36,-6.16641,0
147,Aaron Leblanc,4.0,SB,30.3,-3.20823,0
148,Aaron Liberman,2.0,Amer,73.06,0.0949559,0
149,Aaron Linn,4.0,BSth,49.82,-0.588574,0
150,Aaron Martin,3.0,MEAC,42.44,-5.75137,0
151,Aaron Menzies,4.0,WCC,50.93,-5.3231,0
152,Aaron Mitchell,4.0,ind,54.06,-2.31662,0
153,Aaron Moesch,3.0,B10,30.3,4.36932,0
154,Aaron Moore,4.0,BSky,49.16,-5.03559,0
155,Aaron Morgan,3.0,AE,44.66,-10.5068,0
156,Aaron Murphy,1.0,BW,63.45,2.97403,0
157,Aaron Nesmith,2.0,SEC,68.53,6.21376,1
158,Aaron Nettles,4.0,WAC,51.06,-1.17865,0
159,Aaron Noll,1.0,SEC,67.8,-6.08813,0
160,Aaron O'Neill,4.0,SC,50.0,-6.6809,0
161,Aaron Osgood,4.0,Ivy,50.57,-2.48571,0
162,Aaron Parks,4.0,BW,47.98,-2.59413,0
163,Aaron Peek,3.0,ACC,33.33,-11.7155,0
164,Aaron Pogue,4.0,Horz,47.53,-0.772961,0
165,Aaron Ray,4.0,SWAC,49.07,-3.72566,0
166,Aaron Richie,3.0,Sum,57.66,-0.786399,0
167,Aaron Robinson,4.0,MAAC,43.58,-4.31436,0
168,Aaron Ross,4.0,B12,59.53,2.46196,0
169,Aaron Rountree,4.0,MAAC,51.79,4.70161,0
170,Aaron Scales,4.0,MEAC,56.07,-6.7586,0
171,Aaron Scott,4.0,BW,51.46,1.19222,0
172,Aaron Short,3.0,WCC,62.31,4.09459,0
173,Aaron Siler,1.0,OVC,50.31,-5.73638,0
174,Aaron Simpson,4.0,BE,51.08,1.38679,0
175,Aaron Smith,4.0,Slnd,46.15,-2.21467,0
176,Aaron Spivey,4.0,ACC,45.23,1.40674,0
177,Aaron Tate,4.0,NEC,46.15,-5.47192,0
178,Aaron Thomas,3.0,ACC,53.12,0.550726,0
179,Aaron Thompson,4.0,BW,60.56,2.28663,0
180,Aaron Urbanus,4.0,GWC,48.6,-2.76721,0
181,Aaron Valdes,3.0,BW,55.5,5.52889,0
182,Aaron Walker Jr.,2.0,MAAC,48.01,-3.62903,0
183,Aaron Ware,4.0,A10,44.41,-5.77338,0
184,Aaron Washington,4.0,WAC,33.41,-6.12422,0
185,Aaron Weidenaar,4.0,Slnd,54.62,-3.70045,0
186,Aaron Wheeler,4.0,BSth,52.85,1.07011,0
187,Aaron White,4.0,B10,63.26,10.4434,1
188,Aaron Wiggins,3.0,B10,54.23,6.24866,1
189,Aaron Williams,3.0,GWC,38.16,-3.72048,0
190,Aaron Wilson,2.0,BSky,49.61,-5.21747,0
191,Aaron Wright,4.0,BW,48.11,1.63009,0
192,Aaron Young,4.0,Sum,54.58,-2.24269,0
193,Aaryn Rai,3.0,Ivy,57.23,1.75879,0
194,Aaseem Dixon,4.0,BSky,49.78,-0.492356,0
195,Abayomi Iyiola,2.0,ASun,51.96,-0.838703,0
196,Abba Lawal,1.0,SWAC,43.37,-0.873725,0
197,Abby Kabba,3.0,AE,44.86,-8.69917,0
198,Abdallah Boune,4.0,SWAC,27.22,-10.8889,0
199,Abdel Nader,4.0,B12,58.35,4.02682,1
200,Abdou Ndiaye,2.0,MVC,57.5,3.72981,0
201,Abdou Niang,2.0,Sum,26.02,-9.49844,0
202,Abdou Tsimbila,1.0,B10,41.62,5.4222,0
203,Abdoul Karim Coulibaly,2.0,ACC,54.93,3.94185,0
204,Abdoulaye Gueye,4.0,ACC,53.71,1.85174,0
205,Abdoulaye Harouna,4.0,MAC,53.76,-2.04798,0
206,Abdoulaye N'doye,1.0,WAC,59.83,2.40839,0
207,Abdul Ado,4.0,SEC,58.01,6.92933,0
208,Abdul Ahmed,4.0,WAC,41.78,-4.74459,0
209,Abdul Alatishe,2.0,Slnd,57.33,4.80933,0
210,Abdul Dial,3.0,SB,33.02,-10.1119,0
211,Abdul Gaddy,4.0,P12,49.7,2.32752,0
212,Abdul Herrera,3.0,B12,42.37,10.6269,0
213,Abdul Lewis,3.0,ASun,55.67,-1.62654,0
214,Abdul Mohamed,4.0,BSky,57.26,-0.160404,0
215,Abdul Sarki,3.0,BSth,50.0,-8.18321,0
216,Abdul-Hakim Fofana,2.0,MVC,47.46,-9.68473,0
217,Abdul-Malik Abu,4.0,ACC,49.01,-0.815567,0
218,Abdulai Bundu,4.0,MAAC,62.36,-0.405041,0
219,Abdulai Jalloh,4.0,CAA,38.44,-8.52997,0
220,Abe Kinrade,3.0,MWC,51.63,-5.24051,0
221,Abe Lodwick,4.0,P12,63.19,4.77797,0
222,Abebe Demissie,1.0,BSky,47.9,1.55361,0
223,Abednego Lufile,3.0,SC,48.4,-4.7333,0
224,Abel Porter,3.0,MWC,49.76,-0.0558752,0
225,Abel Tillman,3.0,ind,35.24,-5.49742,0
226,Abiola Akintola,4.0,Sum,50.36,-3.25697,0
227,Abner Moreira,4.0,BSky,47.78,-2.98429,0
228,Abou Ousmane,1.0,CUSA,52.33,-5.95179,0
229,Aboubacar Diallo,4.0,OVC,59.56,3.87439,0
230,Abraham Deng,1.0,BSth,28.4,-12.0705,0
231,Abrian Edwards,3.0,Slnd,57.99,-0.0196894,0
232,Abu Kigab,4.0,MWC,54.75,4.72479,0
233,Ace Stallings,4.0,A10,52.63,1.44039,0
234,Achraf Yacoubou,2.0,BE,53.35,1.22136,0
235,Acoydan McCarthy,1.0,OVC,32.52,-8.42558,0
236,Acton Shirley,3.0,Horz,42.86,-6.03611,0
237,Adam Anhold,3.0,Sum,52.66,-0.74959,0
238,Adam Barnes,4.0,OVC,51.77,-1.25916,0
239,Adam Brakeville,3.0,MWC,63.29,-2.55656,0
240,Adam Braswell,2.0,MEAC,59.67,-2.25295,0
241,Adam Brown,4.0,CUSA,55.04,1.44337,0
242,Adam Carp,4.0,WAC,70.06,-5.31906,0
243,Adam Chmielewski,1.0,NEC,41.64,-4.67508,0
244,Adam Cisse,1.0,MAAC,42.8,-2.79768,0
245,Adam Constantine,4.0,SC,58.92,1.38282,0
246,Adam Drexler,2.0,Amer,31.13,-2.18722,0
247,Adam Eakles,2.0,BW,33.33,-6.00231,0
248,Adam Flagler,2.0,B12,61.5,7.77372,0
249,Adam Fletcher,4.0,MAC,53.02,-1.51945,0
250,Adam Folker,4.0,BW,55.62,0.20808,0
251,Adam Giles,4.0,Horz,35.97,-6.43803,0
252,Adam Gore,4.0,Ivy,51.84,-0.0100131,0
253,Adam Grant,4.0,NEC,52.52,-1.4781,0
254,Adam Hall,3.0,BSth,40.4,-11.4542,0
255,Adam Highberger,2.0,B10,42.49,-6.46839,0
256,Adam Jones,1.0,MAAC,46.96,-2.26563,0
257,Adam Kemp,4.0,MAAC,52.87,-0.105039,0
258,Adam Koch,4.0,MVC,60.37,6.06759,0
259,Adam Kozinski,1.0,MAC,37.5,-10.8686,0
260,Adam Kunkel,3.0,BE,49.88,1.28053,0
261,Adam Lacey,1.0,MAAC,33.33,-12.6753,0
262,Adam Leonard,4.0,MVC,52.99,1.3134,0
263,Adam Link,4.0,Sum,56.5,-1.31482,0
264,Adam Lonon,4.0,BSth,56.18,-7.13855,0
265,Adam Lulka,3.0,AE,61.34,-0.216932,0
266,Adam Malik,4.0,BW,56.09,-2.34555,0
267,Adam May,4.0,Pat,42.21,-4.90088,0
268,Adam McCoy,4.0,SB,61.75,2.9744,0
269,Adam McDermott,2.0,MVC,36.94,-0.157105,0
270,Adam Mikula,4.0,Pat,31.25,1.92586,0
271,Adam Miller,1.0,B10,52.01,3.84194,0
272,Adam Mitola,4.0,A10,42.86,-7.22247,0
273,Adam Nigon,4.0,MWC,55.14,2.68967,0
274,Adam Parzych,4.0,NEC,47.49,-6.58283,0
275,Adam Pegg,4.0,ASun,57.04,-1.45943,0
276,Adam Pickett,4.0,BSth,62.39,0.340727,0
277,Adam Rodenberg,4.0,MVC,42.86,-6.67614,0
278,Adam Roe,2.0,Pat,58.93,0.575019,0
279,Adam Saeed,3.0,MEAC,51.75,-7.10321,0
280,Adam Savion,1.0,CAA,47.57,-8.12153,0
281,Adam Seiko,3.0,MWC,53.85,3.12235,0
282,Adam Sledd,4.0,SC,57.64,-4.70553,0
283,Adam Smith,4.0,ACC,54.98,4.55409,0
284,Adam Sollazzo,4.0,ASun,49.86,1.79732,0
285,Adam Sterrenberg,3.0,SB,52.28,-3.67249,0
286,Adam Teague,4.0,Pat,59.09,1.54609,0
287,Adam Templeton,4.0,MVC,61.47,3.38361,0
288,Adam Thistlewood,3.0,MWC,60.22,3.63031,0
289,Adam Thomas,4.0,MAC,52.3,-1.18328,0
290,Adam Thoseby,3.0,Sum,41.21,-8.76185,0
291,Adam Traore,3.0,MEAC,47.89,-6.77365,0
292,Adam Waddell,4.0,MWC,59.2,2.16936,0
293,Adam Walker,3.0,MEAC,38.75,-4.55107,0
294,Adam Ward,4.0,Slnd,45.76,-4.20239,0
295,Adam Weary,4.0,BSth,59.22,1.90797,0
296,Adam Webb,2.0,ASun,58.06,-5.25105,0
297,Adam Weir,2.0,MAAC,37.7,-3.43132,0
298,Adam Williams,3.0,CUSA,50.61,-0.85353,0
299,Adam Wing,4.0,MVC,62.57,3.90951,0
300,Adam Wire,4.0,Ivy,55.1,3.88295,0
301,Adam Wolf,2.0,SEC,38.91,-9.41643,0
302,Adam Woodbury,4.0,B10,58.71,3.62187,0
303,Adam Young,4.0,ind,46.81,0.201859,0
304,Adama Adams,4.0,MEAC,47.39,-7.44425,0
305,Adama Sanogo,1.0,BE,55.83,3.69596,0
306,Adarius Avery,3.0,MVC,52.75,-2.67114,0
307,Addison Hill,4.0,Amer,55.16,-2.64517,0
308,Addison Patterson,1.0,P12,61.32,0.0900133,0
309,Addison Smith,1.0,ASun,50.61,-5.44108,0
310,Addison Spruill,4.0,CAA,51.3,-0.231388,0
311,Addison Wallace,2.0,SB,32.67,-5.73525,0
312,Ade Adebayo,2.0,BW,42.02,-3.65305,0
313,Ade Dagunduro,4.0,B12,57.87,5.95194,0
314,Ade Murkey,4.0,Sum,56.68,2.43486,0
315,Adefolalrin Adetogun,1.0,AE,38.67,-1.6786,0
316,Adekambi Laleye,3.0,MAC,38.37,-6.55823,0
317,Adetokunbo Bakare,1.0,AE,37.57,-9.29351,0
318,Adetunji Adedipe,4.0,MAC,61.62,-4.84829,0
319,Adham Eleeda,4.0,Horz,53.55,-2.4026,0
320,Adhar Mayen,4.0,WAC,51.66,-1.84753,0
321,Adida Ikongshul,4.0,MAC,36.53,-4.42317,0
322,Adili Kuerban,2.0,ASun,43.33,-7.41498,0
323,Adjehi Baru,4.0,CAA,49.5,-1.98467,0
324,Admassu Williams,4.0,SWAC,56.93,-13.5739,0
325,Admir Besovic,4.0,SB,56.45,-8.33053,0
326,Admir Sahbegovic,1.0,ASun,37.64,-7.71209,0
327,Admiral Schofield,4.0,SEC,56.23,5.04052,1
328,Admon Gilder,4.0,WCC,55.24,5.49555,0
329,Adnan Hodzic,4.0,ASun,60.15,-2.34876,0
330,Adokiye Iyaye,2.0,CUSA,31.43,-6.59247,0
331,Adom Jacko,3.0,WCC,58.48,0.126408,0
332,Adong Makuoi,3.0,MAC,57.04,-3.01857,0
333,Adonis Arms,4.0,BSth,52.86,2.31566,0
334,Adonis Burbage,4.0,BSth,51.53,-1.4218,0
335,Adonis De La Rosa,4.0,B10,43.65,-5.13905,0
336,Adonis Filer,4.0,CUSA,50.45,-1.49589,0
337,Adonis Rwabigwi,4.0,WAC,47.8,-6.30188,0
338,Adonis Saltes,2.0,BSky,51.28,-14.9859,0
339,Adonis Thomas,2.0,CUSA,48.21,1.23764,0
340,Adonys Henriquez,2.0,Amer,52.93,1.24811,0
341,Adrease Jackson,2.0,Ivy,48.12,-2.49725,0
342,Adreian Payne,4.0,B10,60.66,5.16282,1
343,Adrian Autry,2.0,ACC,42.22,-2.79845,0
344,Adrian Baldwin Jr.,1.0,A10,46.37,2.62073,0
345,Adrian Bowie,4.0,ACC,57.85,5.73229,0
346,Adrian Brown,4.0,Slnd,45.91,-4.5663,0
347,Adrian Burton,2.0,MAC,33.6,-7.66949,0
348,Adrian Carrion,3.0,WAC,52.63,-9.26952,0
349,Adrian Delph,3.0,SB,50.42,-1.87388,0
350,Adrian Diaz,4.0,CUSA,65.28,5.06563,0
351,Adrian Edwards,4.0,SWAC,55.08,-3.52702,0
352,Adrian Ewards,2.0,SWAC,43.71,-9.94851,0
353,Adrian Fields,4.0,Slnd,44.06,-5.82174,0
354,Adrian Forbes,4.0,SEC,52.38,-1.39029,0
355,Adrian Gailliard,4.0,SC,55.93,-3.28882,0
356,Adrian Hicks,3.0,OVC,52.46,-0.0341069,0
357,Adrian Hunter,1.0,MAC,50.53,-5.16618,0
358,Adrian Martin,3.0,MAC,42.11,-5.38713,0
359,Adrian Moss,2.0,Sum,48.67,-3.38718,0
360,Adrian Nelson,3.0,Horz,65.88,2.45042,0
361,Adrian Oliver,4.0,WAC,53.73,1.75199,0
362,Adrian Powell,4.0,MEAC,49.33,1.63856,0
363,Adrian Rich,2.0,SC,50.44,-5.57011,0
364,Adrian Rodgers,4.0,SWAC,48.45,-2.56961,0
365,Adrian Rodriguez,3.0,CUSA,53.59,-3.21825,0
366,Adrian Rogers,4.0,WAC,29.92,-6.22275,0
367,Adrian Satchell,4.0,AE,42.54,-3.33318,0
368,Adrian Thomas,4.0,ACC,56.81,4.00766,0
369,Adrian Williams,4.0,Ivy,59.95,-2.24732,0
370,Adrick McKinney,4.0,B12,45.79,-1.22125,0
371,Adrien Coleman,3.0,MEAC,53.82,0.927094,0
372,Adrien Garr,2.0,Slnd,57.24,-2.89122,0
373,Adrien Nunez,3.0,B10,33.33,-2.6012,0
374,Adrio Bailey,4.0,SEC,53.49,4.41668,0
375,Adrion Webber,4.0,Sum,54.3,-1.0278,0
376,Adris DeLeon,4.0,BSky,40.96,-2.22124,0
377,Aerris Smith,4.0,SC,49.69,-5.93747,0
378,Afam Muojeke,4.0,MWC,45.93,-2.71644,0
379,Afam Nweke,4.0,SB,51.69,-3.75626,0
380,Aguek Arop,3.0,MWC,50.17,3.62617,0
381,Aguir Agau,2.0,MWC,49.4,-2.92119,0
382,Agunwa Okolie,4.0,Ivy,56.62,2.59911,0
383,Agustin Ambrosino,3.0,WCC,49.07,-2.46971,0
384,Ahamadou Fofana,3.0,MAAC,47.31,-3.19644,0
385,Aher Uguak,4.0,MVC,68.13,5.33412,0
386,Ahmaad Rorie,4.0,BSky,55.85,1.52108,0
387,Ahmad Abdullah,4.0,MEAC,51.12,-3.67931,0
388,Ahmad Caver,4.0,CUSA,48.77,4.36444,0
389,Ahmad Clark,4.0,AE,51.26,0.437397,0
390,Ahmad Fields,2.0,CAA,37.74,-15.216,0
391,Ahmad Frost,4.0,MEAC,38.37,-5.90553,0
392,Ahmad Gilbert,3.0,MAAC,45.66,-2.95305,0
393,Ahmad Grant,4.0,CAA,53.43,-1.70063,0
394,Ahmad Ibrahim,1.0,CUSA,44.89,-2.09941,0
395,Ahmad Nivins,4.0,A10,66.99,5.55748,1
396,Ahmad Starks,4.0,B10,45.66,0.803882,0
397,Ahmad Thomas,4.0,BSth,54.76,1.51276,0
398,Ahmad Wagner,3.0,B10,49.46,-0.27083,0
399,Ahmad Walker,3.0,AE,50.04,-0.178565,0
400,Ahmadu Sarnor,1.0,SWAC,44.53,-6.36917,0
401,Ahman Fells,4.0,Horz,61.09,1.76875,0
402,Ahmard Harvey,2.0,SB,51.09,-3.38308,0
403,Ahmed Ali,4.0,WCC,59.94,0.84434,0
404,Ahmed Hamdy,4.0,A10,51.77,-2.9734,0
405,Ahmed Hamdy Mohamed,3.0,A10,50.87,-1.48291,0
406,Ahmed Hill,4.0,ACC,56.98,3.18799,0
407,Ahmed Ismail,4.0,Horz,62.69,-1.29054,0
408,Ahmed Khalfan,4.0,SWAC,46.96,-7.61364,0
409,Ahmil Flowers,1.0,BSth,47.93,-2.87265,0
410,Ahmir Langlais,1.0,SC,47.15,-8.24254,0
411,Ahren Freeman,2.0,Slnd,60.65,-5.06795,0
412,Ahron Ulis,1.0,B10,57.14,2.21089,0
413,Ahsan Asadullah,3.0,ASun,57.83,3.46903,0
414,Ahsante Shivers,4.0,SWAC,46.37,-1.70348,0
415,Ahyaro Phillips,4.0,CUSA,51.02,-3.6902,0
416,Aidan Carpenter,1.0,MAAC,47.8,-4.20871,0
417,Aidan Igiehon,2.0,ACC,60.19,-0.389617,0
418,Aidan Prukop,1.0,BW,31.2,-13.4395,0
419,Aidan Saunders,4.0,Sum,30.81,-5.84954,0
420,Aidas Kavaliauskas,4.0,MAAC,53.27,-3.80104,0
421,Aiden Krause,1.0,BW,51.79,-0.250037,0
422,Aireus Stephenson,3.0,Sum,31.58,-11.7599,0
423,Airion Simmons,2.0,Slnd,54.19,2.04566,0
424,Aitor Zubizarreta,2.0,WCC,33.38,-1.44944,0
425,Aj Atkinson,4.0,SC,50.63,-4.60451,0
426,Aj Mathew,2.0,MAC,50.63,-1.98842,0
427,Aj Pacher,3.0,Horz,51.72,0.487717,0
428,Aj Spencer,4.0,SWAC,30.04,-13.5938,0
429,Ajak Magot,4.0,BSky,47.51,-3.61575,0
430,Ajang Aguek,2.0,BSky,54.05,-3.70923,0
431,Ajani Kennedy,3.0,OVC,48.63,-4.73446,0
432,Ajare Sanni,2.0,BW,53.94,0.407762,0
433,Ajay Sanders,4.0,SB,52.88,1.78222,0
434,Ajdin Penava,3.0,CUSA,63.87,8.36106,0
435,Ajiri Johnson,1.0,MAAC,60.44,-2.96189,0
436,Ajiri Ogemuno-Johnson,3.0,MAAC,63.92,-0.424904,0
437,Ajon Efferson,1.0,BW,49.21,-5.99029,0
438,Ak Ojo,2.0,MAAC,53.87,-2.74593,0
439,Akachi Okugo,2.0,WAC,38.06,-7.23107,0
440,Akeem Anderson,3.0,MEAC,41.29,-7.98184,0
441,Akeem Bennett,4.0,NEC,50.23,4.25808,0
442,Akeem Ellis,4.0,MEAC,57.11,-2.02436,0
443,Akeem Gooding,3.0,MAAC,46.56,-1.70229,0
444,Akeem Johnson,4.0,NEC,52.16,0.263116,0
445,Akeem Odusipe,1.0,SEC,37.74,-6.14081,0
446,Akeem Richmond,4.0,CUSA,59.95,1.85292,0
447,Akeem Springs,4.0,B10,52.18,3.41796,0
448,Akeem Williams,4.0,AE,50.12,-1.85764,0
449,Akiean Frederick,4.0,MAC,60.25,2.36425,0
450,Akiem Daschner,2.0,SB,38.07,-3.91491,0
451,Akil Douglas,3.0,WCC,46.22,-13.2225,0
452,Akil Mitchell,4.0,ACC,53.96,6.9945,0
453,Akim Mitchell,4.0,BSth,62.67,1.57925,0
454,Ako Adams,4.0,CUSA,57.85,-0.614221,0
455,Ako Kaluna,4.0,BSky,52.53,-0.613527,0
456,Akok Akok,2.0,BE,56.25,2.4716,0
457,Akol Arop,1.0,B10,56.92,1.31801,0
