,player_name,yr_numerical,conf,TS_per,bpm,drafted
13998,Lijah Donnelly,3.0,MVC,54.55,-4.04343,0
13999,Lijah Thompson,3.0,NEC,54.68,1.02359,0
14000,Lin Chang,3.0,BW,54.52,-3.10809,0
14001,Lincoln Davis,4.0,Slnd,53.81,-2.98936,0
14002,Lincoln Smith,3.0,Slnd,50.58,-8.86628,0
14003,Lincoln Wieseman,4.0,Horz,51.28,-12.9687,0
14004,Lincoln Yeutter,2.0,Pat,26.2,-14.1803,0
14005,Lindell Wigginton,2.0,B12,56.41,3.39016,0
14006,Linden Smith-Hyde,4.0,Slnd,55.83,-2.89012,0
14007,Lindsey Drew,4.0,MWC,59.54,6.24186,0
14008,Lindsey Hughey,4.0,BSky,51.67,0.189247,0
14009,Lindy Waters III,4.0,B12,49.7,3.53041,0
14010,"Lindy Waters, III",1.0,B12,63.1,4.35289,0
14011,Link Kabadyundi,4.0,SB,65.89,-2.58635,0
14012,Lionel Ellison III,3.0,MWC,40.51,-2.02946,0
14013,Lionel Foster,2.0,SB,45.89,-5.19638,0
14014,Lionel Gomis,3.0,NEC,34.08,-7.19108,0
14015,Lionell Holmes,2.0,Slnd,58.82,-5.29675,0
14016,Lionheart Leslie,4.0,BW,54.02,2.79217,0
14017,Lior Berman,2.0,SEC,52.1,-4.80483,0
14018,Lis Shoshi,4.0,SB,53.37,2.91298,0
14019,Liwayne Richardson,1.0,MEAC,52.29,-6.64194,0
14020,Lj Cryer,1.0,B12,54.34,4.35518,0
14021,Llewchean Radford,4.0,NEC,56.24,-1.71794,0
14022,Lleyton Parker,2.0,WAC,40.54,-4.0673,0
14023,Lloyd Burgess,1.0,SC,51.42,-3.18367,0
14024,Lloyd Hickinson,4.0,SWAC,33.49,-9.73824,0
14025,Lloyd Neely II,2.0,Horz,47.8,-5.19274,0
14026,Lloyd Phillips,4.0,MVC,50.15,2.09197,0
14027,Logan Aronhalt,4.0,ACC,59.48,2.94413,0
14028,Logan Bracamonte,1.0,Slnd,58.08,-4.17975,0
14029,Logan Curtis,1.0,Amer,38.89,-4.42388,0
14030,Logan Doyle,1.0,Sum,64.1,10.565,0
14031,Logan Dye,3.0,SC,50.03,-3.01849,0
14032,Logan Eitel,1.0,MVC,50.0,-6.45147,0
14033,Logan Hill,1.0,MAC,52.63,-4.34134,0
14034,Logan Hovey,1.0,ASun,48.94,-6.49141,0
14035,Logan Jackson,1.0,SB,45.66,-7.30329,0
14036,Logan Johnson,4.0,BSth,50.37,-0.739526,0
14037,Logan Jones,1.0,Horz,39.22,-7.1611,0
14038,Logan Koch,3.0,OVC,60.0,-5.9135,0
14039,Logan Loucks,2.0,BW,50.0,-12.4769,0
14040,Logan Lowery,3.0,B12,64.75,-8.14929,0
14041,Logan Magnusson,4.0,MWC,51.37,0.864263,0
14042,Logan McConathy,4.0,Slnd,50.12,-6.25147,0
14043,Logan McIntosh,4.0,MEAC,49.12,-3.70966,0
14044,Logan McLane,4.0,MAC,54.82,0.465763,0
14045,Logan McLaughlin,1.0,Slnd,44.63,-5.12573,0
14046,Logan Mortenson,1.0,AE,41.22,-4.26931,0
14047,Logan Nutt,4.0,OVC,46.26,-9.95964,0
14048,Logan Padgett,2.0,MWC,53.51,-1.96091,0
14049,Logan Power,4.0,Sum,61.39,-1.79125,0
14050,Logan Primerano,2.0,AE,54.1,-4.9203,0
14051,Logan Routt,4.0,B12,44.1,1.23948,0
14052,Logan Ryan,2.0,MWC,69.73,0.606134,0
14053,Logan Stumpf,1.0,BSth,36.53,-5.81514,0
14054,Logan Wiens,4.0,MEAC,60.7,0.426032,0
14055,Logan Windeler,2.0,ASun,43.17,-7.0979,0
14056,Lok Wur,1.0,P12,57.05,-2.02231,0
14057,Londell King,2.0,OVC,58.77,1.4217,0
14058,London Dokubo,2.0,Horz,50.0,-5.21431,0
14059,London Giles,4.0,CUSA,46.5,-3.76905,0
14060,London Perrantes,4.0,ACC,54.39,6.20428,0
14061,London Riley,1.0,SWAC,48.14,-5.00114,0
14062,London Warren,4.0,A10,54.19,4.415,0
14063,Lonell Reeves,3.0,SB,33.52,-9.96197,0
14064,Longji Yiljep,4.0,Ivy,33.33,-10.9425,0
14065,Lonji Yiljep,2.0,Ivy,38.72,-8.15175,0
14066,Lonnie Boga,2.0,Horz,45.48,-0.281375,0
14067,Lonnie Funderburke,4.0,OVC,51.72,-3.95085,0
14068,Lonnie Grayson,4.0,Pat,51.63,1.72594,0
14069,Lonnie Hayes,3.0,NEC,42.88,-6.84551,0
14070,Lonnie Jackson,4.0,MWC,56.31,1.271,0
14071,Lonnie McClanahan,4.0,SB,53.07,-1.09648,0
14072,Lonnie McElwain,3.0,SWAC,35.89,-15.0112,0
14073,Lonnie Rivera,3.0,NEC,34.39,-8.83248,0
14074,Lonnie Robinson,4.0,NEC,53.78,-4.76857,0
14075,Lonnie Smith,2.0,WAC,35.78,-8.63341,0
14076,Lonnie Walker IV,1.0,ACC,52.74,4.42331,1
14077,Lonnie Watson,2.0,BW,45.55,-1.00829,0
14078,Lonzo Ball,1.0,P12,67.26,11.0424,1
14079,Loomis Gerring,4.0,MVC,40.25,-9.14758,0
14080,Loren Brill,3.0,CUSA,30.0,-11.0355,0
14081,Loren Cristian Jackson,4.0,MAC,52.9,2.91135,0
14082,Loren Jackson,1.0,BW,54.08,-2.66409,0
14083,Loren Leath,4.0,BSky,54.69,-2.90702,0
14084,Lorenzen Wright Jr.,4.0,OVC,41.18,-5.5473,0
14085,"Lorenzen Wright, Jr.",3.0,NEC,49.92,-5.19221,0
14086,Lorenzo Bonam,4.0,P12,66.71,6.75847,0
14087,Lorenzo Brown,3.0,ACC,50.94,4.99859,1
14088,Lorenzo Cugini,4.0,BSth,56.26,-1.5387,0
14089,Lorenzo Donadio,1.0,Pat,68.41,-2.19016,0
14090,Lorenzo Edwards,4.0,CAA,57.48,3.19345,0
14091,Lorenzo Hunt,3.0,SWAC,37.48,-7.75819,0
14092,Lorenzo Jenkins,4.0,WAC,53.64,-3.88278,0
14093,Lorenzo Keeler,4.0,BW,52.43,-3.29939,0
14094,Lorenzo McCloud,4.0,BW,54.97,1.3145,0
14095,Lorenzo McGhee,2.0,Slnd,51.95,-0.264965,0
14096,Lorenzo Phillips,3.0,BSth,56.47,0.157121,0
14097,Lorenzo Riley,4.0,Sum,50.31,-10.7465,0
14098,Lorne Jackson,4.0,WCC,52.06,1.12525,0
14099,Lorne Merthie,4.0,BSth,56.51,-1.6801,0
14100,Lorrenzo Wade,4.0,MWC,53.95,3.78593,0
14101,Loseni Kamara,3.0,ASun,47.0,-7.93563,0
14102,Losini Kamara,1.0,BSky,43.17,-6.47845,0
14103,Lotanna Nwogbo,4.0,BSth,61.88,-2.84723,0
14104,Lou Demuth,1.0,WAC,45.93,-9.64687,0
14105,Loudon Love,4.0,Horz,58.64,4.00057,0
14106,Louie Krogman,4.0,Sum,57.01,1.05477,0
14107,Louie Pillari,4.0,MAAC,43.84,-6.08375,0
14108,Louis Adams,4.0,MWC,59.07,-1.21031,0
14109,Louis Barraza,3.0,AE,50.0,-8.20063,0
14110,Louis Bell,4.0,MEAC,39.84,-7.42017,0
14111,Louis Birdsong,4.0,CAA,48.35,1.10475,0
14112,Louis Brookins,4.0,NEC,54.41,-6.22732,0
14113,Louis Dabney,4.0,Amer,49.23,-0.239009,0
14114,Louis Dale,4.0,Ivy,58.61,4.95793,0
14115,Louis Ellis,4.0,Slnd,50.93,-0.0276984,0
14116,Louis Garret,3.0,WAC,45.69,-3.18675,0
14117,Louis Green,4.0,WAC,57.43,-2.15467,0
14118,Louis King,1.0,P12,55.23,2.03329,0
14119,Louis Larizza,1.0,NEC,39.11,-9.1148,0
14120,Louis Montes,4.0,NEC,52.48,-4.33454,0
14121,Louis Munks,4.0,SWAC,50.36,-5.3592,0
14122,Louis Tang,2.0,SC,54.85,-3.66792,0
14123,Lourawls Nairn Jr.,4.0,B10,53.22,-0.827649,0
14124,Lovell Cabbil,4.0,ASun,63.01,3.8625,0
14125,Lovell Cook,4.0,ind,57.69,-5.70991,0
14126,Lowell Ulmer,4.0,NEC,48.52,-0.66346,0
14127,Lu Dovonou,3.0,BSth,54.05,-6.78132,0
14128,Lu'Cye Patterson,1.0,MVC,36.11,-4.62591,0
14129,Lucas Campbell,4.0,SEC,27.78,-9.18875,0
14130,Lucas Devenny,4.0,BW,60.49,-1.50982,0
14131,Lucas Dyer,2.0,BSth,51.32,-1.01797,0
14132,Lucas Eitel,4.0,MVC,54.6,0.269187,0
14133,Lucas Faggiano,1.0,NEC,55.71,-2.04784,0
14134,Lucas Hargrove,4.0,SEC,55.18,4.26804,0
14135,Lucas Jones,4.0,OVC,63.18,-1.24574,0
14136,Lucas Kuipers,4.0,CUSA,52.18,0.482974,0
14137,Lucas Monroe,1.0,Ivy,51.32,-0.513717,0
14138,Lucas Moormann,4.0,Sum,52.22,3.03077,0
14139,Lucas N'Guessan,4.0,SC,66.61,2.56497,0
14140,Lucas Newton,3.0,A10,65.33,-3.99647,0
14141,Lucas Nutt,4.0,OVC,55.88,-4.65877,0
14142,Lucas O'Brien,4.0,CUSA,55.46,0.488779,0
14143,Lucas O'Rear,4.0,MVC,57.19,3.87168,0
14144,Lucas Reiff,1.0,ASun,50.0,-3.14414,0
14145,Lucas Siewert,4.0,P12,56.9,3.50486,0
14146,Lucas Smith,3.0,MAC,36.07,-5.35459,0
14147,Lucas Steijn,4.0,BSky,60.82,0.448495,0
14148,Lucas Stieber,1.0,Horz,48.63,-0.252288,0
14149,Lucas Stivrins,4.0,MWC,47.96,-4.41006,0
14150,Lucas Troutman,4.0,SC,55.96,-1.12111,0
14151,Lucas Walker,4.0,WCC,48.62,5.47692,0
14152,Lucas Williamson,4.0,MVC,55.99,6.55932,0
14153,Lucas Woodhouse,4.0,AE,62.15,4.02347,0
14154,Lucca Staiger,3.0,B12,63.25,3.6472,0
14155,Lucian Brownlee,4.0,MEAC,37.43,-12.653,0
14156,Luciano de Souza,4.0,WAC,61.17,0.238618,0
14157,Lucky Jones,4.0,NEC,53.45,0.567634,0
14158,Ludgy Debaut,3.0,Amer,40.0,-8.27183,0
14159,Ludovic Dufeal,3.0,BSth,57.11,3.11306,0
14160,Ludovic Ndaye,4.0,Horz,62.39,0.555807,0
14161,Luguentz Dort,1.0,P12,51.77,2.59497,0
14162,Luidgy Laporal,4.0,NEC,49.27,-7.71972,0
14163,Luis Augusto,4.0,WAC,36.56,-13.5964,0
14164,Luis Colon,4.0,B12,42.29,3.32019,0
14165,Luis Flores,4.0,BSky,31.96,-14.764,0
14166,Luis Guzman,4.0,A10,46.34,3.36233,0
14167,Luis Hurtado,2.0,CUSA,69.62,-2.73108,0
14168,Luis Hurtado Jr.,3.0,NEC,55.32,-2.15756,0
14169,Luis Jacobo,4.0,Sum,57.76,-0.259797,0
14170,Luis Kortright,1.0,MAAC,47.31,0.172389,0
14171,Luis Rodriguez,2.0,SEC,45.89,5.64182,0
14172,Luis Rolon,1.0,ASun,33.56,-7.88054,0
14173,Luis Santos,2.0,Amer,58.38,-1.72653,0
14174,Luis Valera,4.0,GWC,54.56,-4.37446,0
14175,Luiz Bidart,2.0,WAC,50.34,-3.00801,0
14176,Luiz Toledo,3.0,WAC,57.28,-1.62008,0
14177,Luka Andjusic,1.0,SB,47.41,-5.04639,0
14178,Luka Barisic,4.0,CUSA,42.63,-2.23478,0
14179,Luka Brajkovic,3.0,A10,59.63,4.83793,0
14180,Luka Drca,4.0,MWC,54.91,2.13369,0
14181,Luka Eller,1.0,MAC,60.0,-3.60773,0
14182,Luka Garza,4.0,B10,61.99,10.746,1
14183,Luka Kamber,3.0,Slnd,44.05,-5.46998,0
14184,Luka Kraljevic,4.0,ACC,37.5,-9.63779,0
14185,Luka Mirkovic,4.0,B10,50.23,-0.0310475,0
14186,Luka Pajkovic,3.0,OVC,46.66,-5.55452,0
14187,Luka Radovic,4.0,MEAC,53.89,-5.66322,0
14188,Luka Sakota,1.0,Ivy,51.68,-4.65909,0
14189,Luka Vasic,2.0,CUSA,54.32,-6.9695,0
14190,Luka Voncina,2.0,A10,46.24,-5.36714,0
14191,Luka Vulikic,2.0,BSky,46.88,-3.46927,0
14192,Luka Zivkovic,2.0,A10,42.25,-5.69403,0
14193,Lukas Jarrett,4.0,Pat,60.51,2.14808,0
14194,Lukas Kisunas,3.0,P12,53.41,0.867636,0
14195,Lukas Meisner,3.0,Ivy,60.12,0.263401,0
14196,Lukas Milner,3.0,MWC,68.92,2.49971,0
14197,Lukas Poderis,4.0,ASun,47.19,-3.79563,0
14198,Lukas Winegarner,2.0,BSth,42.21,-10.7484,0
14199,Luke Adams,4.0,B12,37.74,-6.64621,0
14200,Luke Anderson,1.0,Amer,71.43,1.27313,0
14201,Luke Apfeld,4.0,AE,53.83,-1.74889,0
14202,Luke Appel,3.0,Sum,63.81,-4.71782,0
14203,Luke Avdalovic,3.0,BSky,60.94,-1.22462,0
14204,Luke Babbitt,2.0,WAC,61.23,4.8202,1
14205,Luke Bolster,3.0,Ivy,37.47,-8.14469,0
14206,Luke Bonner,4.0,A10,57.14,4.24799,0
14207,Luke Bumbalough,2.0,MAC,51.31,0.541553,0
14208,Luke Davis,2.0,SB,66.67,0.798983,0
14209,Luke Devine,4.0,A10,50.57,-3.80628,0
14210,Luke Devlin,4.0,AE,49.33,-0.822592,0
14211,Luke Doyle,4.0,ASun,49.78,-2.95795,0
14212,Luke Eddy,4.0,CAA,54.69,0.322991,0
14213,Luke Engelken,4.0,BSth,44.53,-1.39294,0
14214,Luke Fabrizius,4.0,A10,56.73,3.55216,0
14215,Luke Fischer,4.0,BE,64.25,8.66115,0
14216,Luke Frampton,3.0,CUSA,62.27,2.60967,0
14217,Luke Hager,2.0,CAA,45.69,-6.20042,0
14218,Luke Hamilton,2.0,SC,55.0,-1.82865,0
14219,Luke Hancock,4.0,Amer,58.75,6.87399,0
14220,Luke Harangody,4.0,BE,55.19,3.39615,1
14221,Luke House,2.0,CAA,66.79,0.497355,0
14222,Luke Johnson,4.0,Pat,53.54,2.52872,0
14223,Luke Kasubke,1.0,B12,37.94,-2.00886,0
14224,Luke Kennard,2.0,ACC,62.91,8.02895,1
14225,Luke Knapke,4.0,MAC,58.89,3.12211,0
14226,Luke Kornet,4.0,SEC,54.66,7.75319,0
14227,Luke Kraus,4.0,MAC,44.13,-0.545167,0
14228,Luke Lawson,3.0,BSth,48.71,-1.53816,0
14229,Luke Litwiller,1.0,MVC,33.33,-0.388982,0
14230,Luke Loehr,4.0,Pat,72.51,1.12647,0
14231,Luke Loewe,4.0,CAA,53.94,1.32724,0
14232,Luke Loucks,4.0,ACC,51.42,4.40062,0
14233,Luke Major,1.0,B12,60.61,0.0366795,0
14234,Luke Maranka,2.0,MAC,36.53,-3.25235,0
14235,Luke Martinez,4.0,MWC,67.18,8.64815,0
14236,Luke Maye,4.0,ACC,51.13,6.27436,0
14237,Luke McDonnell,3.0,MVC,57.0,4.55506,0
14238,Luke McGhee,3.0,SEC,58.82,5.53544,0
14239,Luke Meikle,4.0,BW,48.38,-5.16065,0
14240,Luke Mergerson,1.0,Slnd,45.8,-6.2467,0
14241,Luke Meyer,4.0,MAC,64.62,2.45936,0
14242,Luke Morrison,4.0,Pat,55.62,-2.1065,0
14243,Luke Moyer,3.0,BSth,58.6,-7.98774,0
14244,Luke Nedrow,1.0,MAAC,57.54,-2.80377,0
14245,Luke Neff,2.0,Sum,64.47,-1.41085,0
14246,Luke Nelson,4.0,BW,59.05,7.36667,0
14247,Luke Nevill,4.0,MWC,66.3,7.48583,0
14248,Luke Norman,4.0,OVC,56.24,-6.72765,0
14249,Luke O'Brien,1.0,P12,47.17,3.51934,0
14250,Luke Petrasek,4.0,Ivy,58.29,2.6622,0
14251,Luke Phillips,2.0,SB,52.59,-0.07051,0
14252,Luke Piotrowski,4.0,OVC,59.88,-1.15111,0
14253,Luke Roh,4.0,Pat,61.37,1.54655,0
14254,Luke Rosinski,4.0,AE,40.96,-8.3311,0
14255,Luke Ruggery,1.0,NEC,38.59,-10.2375,0
14256,Luke Schultz,1.0,BSky,45.71,-11.292,0
14257,Luke Sikma,4.0,WCC,57.69,8.23259,0
14258,Luke Smith,3.0,OVC,60.23,3.82372,0
14259,Luke Sutherland,1.0,MAAC,31.25,-6.49097,0
14260,Luke Thomas,2.0,CUSA,50.0,-0.874582,0
14261,Luke Toliver,3.0,MAC,53.76,1.14893,0
14262,Luke Vargo,2.0,BSth,51.16,-5.11919,0
14263,Luke Walker,1.0,CUSA,51.72,8.40595,0
14264,Luke Wiest,3.0,MAC,35.71,-4.114,0
14265,Luke Worthington,4.0,WCC,52.33,-1.37913,0
14266,Luke Zeller,4.0,BE,52.12,2.63555,0
14267,Lunden McDay,2.0,MAC,52.64,1.0595,0
14268,Lunden Taylor,2.0,BW,61.86,-8.67042,0
14269,Luqman Lundy,4.0,MVC,59.53,1.7395,0
14270,Luqman Lundy Jr.,3.0,MVC,31.3,-3.50476,0
14271,Luther Muhammad,2.0,B10,54.86,5.27929,0
14272,Luther Page,4.0,SWAC,53.35,-3.29283,0
14273,Luuk Kortekass,2.0,MAAC,33.52,-13.5772,0
14274,Luuk van Bree,4.0,MVC,52.33,0.609074,0
14275,Luwane Pipkins,4.0,BE,53.34,4.54349,0
14276,Lwal Dung,3.0,MWC,54.47,-7.25112,0
14277,Lydell Elmore,4.0,BSth,51.78,-1.5772,0
14278,Lyle Sutton,3.0,BSky,52.39,0.662182,0
14279,Lyles Davis,4.0,ACC,30.0,6.06445,0
14280,Lyndale Burleson,4.0,WAC,41.69,0.95402,0
14281,Lyndon Jordan,4.0,MAAC,56.54,1.89441,0
14282,Lynn Kidd,1.0,ACC,50.63,1.82451,0
14283,Lynrick Moxey,4.0,Sum,62.5,-2.79281,0
14284,Lyonell Gaines,4.0,OVC,53.79,0.286105,0
14285,Lyrik Shreiner,3.0,BE,43.53,-4.31797,0
14286,Lysander Bracey,4.0,BSth,45.2,-3.07802,0
14287,Lyvann Obame Obame,4.0,MEAC,55.04,-3.98138,0
14288,M.J. Brown,2.0,OVC,39.97,-5.47523,0
14289,M.J. Cage,1.0,P12,63.76,-1.28668,0
14290,M.J. Randolph,1.0,MEAC,51.6,-4.12209,0
14291,M.J. Rhett,4.0,SEC,59.42,2.08614,0
14292,M.J. Walker,4.0,ACC,57.87,3.49732,0
14293,MJ Randolph,3.0,MEAC,50.37,-0.457277,0
14294,MaCio Teague,4.0,B12,58.72,7.33718,0
14295,Maalik Wayns,3.0,BE,54.72,5.07585,0
14296,Mabor Majak,1.0,Horz,39.39,-11.3266,0
14297,Mac Brydon,1.0,SC,52.63,-4.89961,0
14298,Mac Etienne,1.0,P12,55.37,0.620456,0
14299,Mac Hoffman,4.0,Pat,56.6,-1.88117,0
14300,Mac Hopson,4.0,WAC,54.79,3.21127,0
14301,Mac Koshwal,3.0,BE,55.08,5.75606,0
14302,Mac Lake,2.0,BSth,35.71,-15.3601,0
14303,Mac McClung,3.0,B12,53.94,3.04947,0
14304,Mac Peterson,4.0,WAC,62.7,1.4826,0
14305,Maceo Austin,2.0,A10,42.94,1.86479,0
14306,Maceo Jack,4.0,A10,73.06,2.8204,0
14307,Maciej Bender,4.0,SC,54.63,0.910659,0
14308,Mack Anderson,3.0,BSky,67.65,4.01439,0
14309,Mack Darrow,4.0,Ivy,49.63,-0.678398,0
14310,Mack Foster,4.0,SB,48.59,-0.240422,0
14311,Mack McKearney,2.0,Ivy,47.76,-6.7418,0
14312,Mack Mercer,3.0,OVC,60.63,0.728286,0
14313,Mack Smith,4.0,OVC,53.96,-0.608115,0
14314,Mackenzie Casey,4.0,Sum,45.16,-4.57894,0
14315,Mackenzie McFatten,1.0,SB,56.78,-3.74051,0
14316,Mackey McKnight,4.0,Pat,50.9,1.49779,0
14317,Madani Diarra,2.0,OVC,52.34,-8.81945,0
14318,Madarious Gibbs,4.0,SWAC,50.53,-2.35101,0
14319,Maddox Daniels,4.0,P12,52.44,4.92976,0
14320,Madiaw Niang,3.0,CUSA,52.4,-1.33678,0
14321,Mading Thok,1.0,MAC,62.3,-2.7353,0
14322,Madison Davis,3.0,BSth,43.8,-3.44056,0
14323,Madison Jones,4.0,BE,49.11,3.00069,0
14324,Madison Monroe,1.0,Horz,52.16,-4.94174,0
14325,Madison Williams,2.0,MVC,43.95,-1.63457,0
14326,Madut Akec,2.0,Amer,51.53,-2.48058,0
14327,Madut Bol,4.0,SWAC,62.6,1.06615,0
14328,Mady Sissoko,1.0,B10,54.88,-3.61852,0
14329,Mael Amenyedzi,1.0,Sum,50.45,-9.24705,0
14330,Magnum Rolle,4.0,WAC,54.14,3.08677,1
14331,Magnus Richards,2.0,AE,46.26,-7.90094,0
14332,Mahamadou Diawara,2.0,ASun,58.77,-6.13888,0
14333,Mahamadou Kaba-Camara,3.0,BW,37.04,-5.64535,0
14334,Mahamoud Diakite,3.0,MWC,33.67,-9.39027,0
14335,Mahamoud Jabbi,4.0,AE,54.26,2.99287,0
14336,Mahir Johnson,2.0,MEAC,60.2,-9.99547,0
14337,Mahki Morris,4.0,Slnd,55.57,-0.174058,0
14338,Maik Kotsar,4.0,SEC,52.43,6.66744,0
14339,Mairega Clarke,4.0,SB,44.78,-3.24997,0
14340,Maishe Dailey,4.0,MAC,43.93,-1.97884,0
14341,Maizen Fausett,3.0,BSky,62.99,2.95421,0
14342,Maj Dusanic,1.0,WCC,66.67,-2.66409,0
14343,Majesty Brandon,4.0,MAAC,50.43,-0.0785951,0
14344,Majok Deng,4.0,SB,58.76,4.62948,0
14345,Majok Madol,3.0,MEAC,34.8,-8.09117,0
14346,Majok Majok,4.0,MAC,55.48,-1.11454,0
14347,Major Canady,3.0,CAA,37.09,-6.24734,0
14348,Majur Majak,2.0,MAAC,64.87,1.86099,0
14349,Mak Krause,3.0,SEC,50.85,-2.38419,0
14350,Maka Ellis,2.0,Ivy,36.77,-8.31534,0
14351,Makai Ashton-Langford,3.0,ACC,50.23,2.24088,0
14352,Makai Mason,4.0,Ivy,47.76,-13.0926,0
14353,Makale Foreman,4.0,P12,47.92,-0.566691,0
14354,Makani Whiteside,1.0,CUSA,39.45,-6.00135,0
14355,Makhel Mitchell,2.0,A10,51.6,1.22588,0
14356,Makhi Mitchell,2.0,A10,52.16,-4.15841,0
14357,Makhtar Gueye,3.0,CUSA,49.31,-1.51932,0
14358,Makinde London,3.0,SC,49.9,-2.56136,0
14359,Makol Mawien,4.0,B12,51.72,-0.616149,0
14360,Maks Klanjscek,1.0,WAC,54.15,-2.86305,0
14361,Makuach Maluach,4.0,MWC,50.98,-0.111474,0
14362,Makur Maker,1.0,MEAC,50.23,-11.9733,0
14363,Makur Puou,4.0,Slnd,51.95,-2.82803,0
14364,Malachi Alexander,4.0,Pat,54.72,0.930069,0
14365,Malachi De Sousa,2.0,AE,49.61,-2.76371,0
14366,Malachi Flynn,3.0,MWC,58.25,10.4191,1
14367,Malachi Nix,2.0,NEC,49.84,-7.45566,0
14368,Malachi Peay,4.0,AE,50.27,-1.72853,0
14369,Malachi Rhodes,2.0,Pat,48.29,-8.02143,0
14370,Malachi Richardson,1.0,ACC,50.97,2.09105,1
14371,Malachi Smith,2.0,SC,56.4,2.81135,0
14372,Malachy Onwudiegwu,3.0,SWAC,34.73,-8.93957,0
14373,Malcolm Allen,3.0,P12,49.5,-4.50954,0
14374,Malcolm Armstead,4.0,MVC,50.84,7.22183,0
14375,Malcolm Bernard,4.0,BE,54.35,5.26518,0
14376,Malcolm Brent,2.0,AE,34.26,-10.199,0
14377,Malcolm Brogdon,4.0,ACC,58.48,9.49229,1
14378,Malcolm Brooks,4.0,BW,55.31,-1.63311,0
14379,Malcolm Campbell,1.0,AE,39.33,-11.3168,0
14380,Malcolm Canada,4.0,SEC,46.81,1.45214,0
14381,Malcolm Dandridge,2.0,Amer,53.0,2.83534,0
14382,Malcolm Delaney,4.0,ACC,58.53,6.42743,0
14383,Malcolm Drumwright,4.0,OVC,52.11,-0.343227,0
14384,Malcolm Duvivier,4.0,MAC,50.04,-3.79541,0
14385,Malcolm Eleby,2.0,A10,46.12,-1.57857,0
14386,Malcolm Farrington,1.0,SB,58.14,-1.38266,0
14387,Malcolm Gilbert,4.0,MAAC,32.65,-0.907031,0
14388,Malcolm Grant,4.0,ACC,48.73,0.315866,0
14389,Malcolm Griffin,2.0,MAC,52.7,-3.26302,0
14390,Malcolm Hawkins,4.0,MEAC,57.2,-1.27896,0
14391,Malcolm Henderson,3.0,BW,53.69,-3.1359,0
14392,Malcolm Herron,4.0,OVC,51.3,-4.17084,0
14393,Malcolm Hill,4.0,B10,57.15,7.87734,0
14394,Malcolm L. Brent,3.0,AE,43.76,-11.0987,0
14395,Malcolm Lee,3.0,P10,55.31,3.37672,1
14396,Malcolm Lemmons,3.0,MAAC,45.73,-2.62822,0
14397,Malcolm McMillan,4.0,MAAC,58.34,0.0740481,0
14398,Malcolm Mcmillan,1.0,NEC,34.78,-3.45991,0
14399,Malcolm Miller,4.0,SWAC,60.11,6.07831,0
14400,Malcolm Moore,4.0,CUSA,59.7,-4.82546,0
14401,Malcolm Porter,3.0,WCC,53.31,-2.60325,0
14402,Malcolm Regisford,4.0,Pat,65.63,0.947763,0
14403,Malcolm Riley,4.0,SWAC,58.71,0.331477,0
14404,Malcolm Simmons,3.0,NEC,42.19,-12.8077,0
14405,Malcolm Smith,4.0,ASun,55.49,-2.662,0
14406,Malcolm Thomas,4.0,SB,41.72,-6.82738,0
14407,Malcolm Washington,1.0,Ivy,29.41,-10.4325,0
14408,Malcolm White,4.0,SEC,45.79,-3.14951,0
14409,Malcolm Wilson,2.0,BE,72.99,0.841168,0
14410,Malcolm Wynter,4.0,A10,53.44,-0.744351,0
14411,Malcoln Kirkland,4.0,SB,57.34,-0.383483,0
14412,Malcom Eleby,3.0,A10,44.0,-1.54755,0
14413,Maleeck Harden-Hayes,2.0,Sum,62.59,-0.192296,0
14414,Maleek Catchings,3.0,BSth,40.91,-11.5889,0
14415,Maleek Frazier,4.0,ACC,40.4,-13.2277,0
14416,Malek Green,3.0,MAAC,59.81,0.431019,0
14417,Malek Harris,1.0,B12,43.8,-2.59236,0
14418,Malek Harwell,4.0,BW,52.97,-3.51318,0
14419,Maleke Haynes,3.0,WCC,32.47,-5.8104,0
14420,Malick Kone,4.0,B10,36.07,-3.01708,0
14421,Maliek White,4.0,BE,45.47,0.140963,0
14422,Maliik Love,4.0,BW,44.87,-0.314006,0
14423,Malik Albert,3.0,BE,49.72,1.65122,0
14424,Malik Alvin,3.0,AE,51.81,-1.44293,0
14425,Malik Amos,1.0,SWAC,37.74,-12.2444,0
14426,Malik Battle,2.0,BSth,54.36,-6.76925,0
14427,Malik Beasley,1.0,ACC,58.29,4.21408,1
14428,Malik Benlevi,4.0,SB,60.74,4.94439,0
14429,Malik Boothe,4.0,BE,51.97,0.340394,0
14430,Malik Brevard,4.0,SB,66.37,1.48107,0
14431,Malik Brooks,2.0,MAAC,62.89,3.28191,0
14432,Malik Burnett,2.0,SB,39.52,-8.58829,0
14433,Malik Carter,2.0,MEAC,31.9,-10.1504,0
14434,Malik Clements,2.0,Sum,46.8,-4.76559,0
14435,Malik Cooke,4.0,SEC,51.7,3.85464,0
14436,Malik Crowfield,4.0,A10,49.74,-0.346957,0
14437,Malik Curry,4.0,CUSA,55.52,2.59014,0
14438,Malik Dime,4.0,P12,53.18,3.8522,0
14439,Malik Dunbar,4.0,SEC,55.41,4.74018,0
14440,Malik Edmead,1.0,NEC,52.1,-5.40861,0
14441,Malik Eichler,2.0,Horz,53.05,-9.79101,0
14442,Malik Ellison,4.0,AE,54.01,-0.516109,0
14443,Malik Fitts,3.0,WCC,58.72,4.06432,0
